repository,package,total_commits,total_added,total_removed,total_churn,total_files,avg_churn_per_commit
camel,org.apache.camel.component.langchain4j.core,2,204,1,205,4,102.5
camel,org.apache.camel.dsl.jbang.core.components,3,102,102,204,3,68.0
camel,org.apache.camel.component.quickfix.converter,6,102,102,204,2,34.0
camel,generated.java.org.apache.camel.component.aries,1,0,204,204,3,204.0
camel,org.apache.camel.dsl.jbang.core.languages,3,102,102,204,3,68.0
camel,org.apache.camel.dsl.jbang.core.others,3,102,102,204,3,68.0
camel,test.java.org.apache.camel.component.dynamicrouter.integration,1,0,203,203,1,203.0
camel,test.java.org.apache.camel.language.simple,2,0,203,203,3,101.5
camel,generated.java.org.apache.camel.component.iota,1,0,203,203,3,203.0
camel,test.java.org.apache.camel.component.rabbitmq.integration.spring,1,0,203,203,2,203.0
camel,org.apache.camel.component.debezium.mongodb.configuration,5,197,6,203,2,40.6
camel,org.apache.camel.dataformat.bindy.model.simple.oneclassmandatory,6,180,23,203,2,33.833333333333336
camel,org.apache.camel.core.osgi.main.it,2,196,6,202,3,101.0
camel,org.apache.camel.itest.proxy,8,173,29,202,4,25.25
camel,test.java.org.apache.camel.catalog.maven,1,0,202,202,2,202.0
camel,test.java.org.apache.camel.itest.osgi.hazelcast,1,0,201,201,2,201.0
camel,test.java.org.apache.camel.component.sjms.typeconversion,1,0,201,201,1,201.0
camel,org.apache.camel.spring.xml.handler,14,124,77,201,5,14.357142857142858
camel,org.apache.camel.example.cdi.rest.servlet,8,132,68,200,3,25.0
camel,test.java.org.apache.camel.component.quickfixj.examples.transform,1,0,200,200,3,200.0
camel,test.java.org.apache.camel.test.cdi.alternatives,1,0,200,200,5,200.0
camel,org.apache.camel.itest.osgi.freemarker,7,163,37,200,2,28.571428571428573
camel,org.apache.camel.dsl.jbang.core.kamelets,3,100,100,200,3,66.66666666666667
camel,test.java.org.apache.camel.component.aws.sns.integration,2,0,200,200,3,100.0
camel,org.apache.camel.example.cafe.test,5,190,10,200,4,40.0
camel,test.java.org.apache.camel.component.jms.tuning,1,0,200,200,2,200.0
camel,test.java.org.apache.camel.itest.osgi.krati,1,0,199,199,3,199.0
camel,org.apache.camel.component.ibm.watson.discovery.integration,1,199,0,199,2,199.0
camel,org.apache.camel.component.aws.xray.component,8,183,16,199,4,24.875
camel,org.apache.camel.component.cxf.jms,11,140,59,199,2,18.09090909090909
camel,test.java.org.apache.camel.component.rabbitmq.testbeans,1,0,199,199,4,199.0
camel,org.apache.camel.itest.springboot.arquillian.container.util,2,197,2,199,2,99.5
camel,org.apache.camel.dataformat.bindy.fixed.number,9,170,29,199,1,22.11111111111111
camel,org.apache.camel.component.debezium.db2,5,179,19,198,5,39.6
camel,org.apache.camel.maven.bundle,6,99,99,198,3,33.0
camel,org.apache.camel.component.debezium.mongodb,5,179,19,198,5,39.6
camel,test.java.org.apache.camel.component.metrics,2,0,198,198,2,99.0
camel,org.apache.camel.component.debezium.mysql,5,179,19,198,5,39.6
camel,org.apache.camel.component.resilience.springboot,2,99,99,198,1,99.0
camel,org.apache.camel.catalog.lucene,19,159,39,198,6,10.421052631578947
camel,test.java.org.apache.camel.web.htmlunit,1,0,197,197,2,197.0
camel,org.apache.camel.component.nitrite.operation.collection,2,195,2,197,3,98.5
camel,test.java.org.apache.camel.component.aws.kinesis.integration,2,0,197,197,2,98.5
camel,org.apache.camel.itest.cxf,6,190,7,197,4,32.833333333333336
camel,generated.java.org.apache.camel.component.google.bigquery.sql,1,0,197,197,3,197.0
camel,org.apache.camel.dataformat.any23.writer,3,98,98,196,1,65.33333333333333
camel,org.apache.camel.component.sjms.manual,12,174,22,196,3,16.333333333333332
camel,test.java.org.apache.camel.component.aws2.kinesis.integration,2,0,196,196,2,98.0
camel,org.apache.camel.component.eventadmin.springboot,5,98,98,196,2,39.2
camel,org.apache.camel.example.servletlistener,4,98,98,196,2,49.0
camel,org.apache.camel.component.caffeine.resume.multi,2,98,98,196,1,98.0
camel,test.java.org.apache.camel.component.aws2.s3,2,0,196,196,2,98.0
camel,net.revelc.code.formatter.java,2,98,98,196,1,98.0
camel,org.apache.camel.component.paxlogging.springboot,5,98,98,196,2,39.2
camel,test.java.org.apache.camel.dataformat.swift.mt,1,0,195,195,2,195.0
camel,org.apache.camel.component.kafka.integration.common,4,123,72,195,3,48.75
camel,com.viwilo.camel.constants,1,195,0,195,5,195.0
camel,org.apache.camel.dataformat.bindy.model.fix.sorted.body,6,164,31,195,1,32.5
camel,org.apache.camel.component.aws2.ddb.integration,7,171,24,195,1,27.857142857142858
camel,test.java.org.apache.camel.itest.springboot.arquillian.container.util,1,0,195,195,2,195.0
camel,test.java.org.apache.camel.language.juel,1,0,194,194,4,194.0
camel,org.apache.camel.spring.config.scan.route,11,133,61,194,2,17.636363636363637
camel,test.java.org.apache.camel.component.aws2.eks,2,0,194,194,2,97.0
camel,org.apache.camel.example.server.model,3,97,97,194,3,64.66666666666667
camel,org.apache.camel.component.aws2.cw.localstack,5,146,48,194,2,38.8
camel,org.apache.camel.component.validator.relaxng,2,143,50,193,2,96.5
camel,org.apache.camel.test.blueprint.converter,7,177,16,193,5,27.571428571428573
camel,generated.java.org.apache.camel.component.kameletreify,1,0,193,193,3,193.0
camel,org.apache.camel.samples.jmstofile,6,141,52,193,1,32.166666666666664
camel,org.apache.camel.component.platform.http.vertx.model,1,166,27,193,3,193.0
camel,test.java.org.apache.camel.component.file.strategy,3,0,193,193,3,64.33333333333333
camel,org.apache.camel.processor.throttle.concurrent,6,168,25,193,5,32.166666666666664
camel,org.apache.camel.component.file.springboot.cluster,2,5,187,192,2,96.0
camel,test.java.org.apache.camel.component.infinispan.processor.aggregate,1,0,192,192,2,192.0
camel,org.apache.camel.language.xtokenizer.springboot,2,3,189,192,2,96.0
camel,org.apache.camel.component.gae.context,6,96,96,192,2,32.0
camel,org.apache.camel.component.xchange.account,12,138,54,192,1,16.0
camel,test.java.org.apache.camel.component.etcd.springboot.cloud,2,0,192,192,3,96.0
camel,org.apache.camel.component.huaweicloud.frs.mock,4,140,52,192,11,48.0
camel,test.java.org.apache.camel.component.dns.springboot.cloud,2,0,192,192,3,96.0
camel,org.apache.camel.component.jms.integration.consumers,4,187,4,191,3,47.75
camel,test.java.org.apache.camel.component.google.bigquery.unit,2,0,191,191,3,95.5
camel,org.apache.camel.component.jms.converter,1,191,0,191,3,191.0
camel,org.apache.camel.component.minio.integration.remoteTests,1,155,36,191,7,191.0
camel,test.java.org.apache.camel.itest.osgi.base64,1,0,190,190,1,190.0
camel,org.apache.camel.component.yammer.scribe,5,95,95,190,2,38.0
camel,org.apache.camel.component.kubernetes.build_configs.springboot,2,185,5,190,2,95.0
camel,generated.java.org.apache.camel.component.ipfs,1,0,189,189,3,189.0
camel,test.java.org.apache.camel.itest.osgi.xstream,1,0,189,189,3,189.0
camel,org.apache.camel.component.kubernetes.builds.springboot,2,184,5,189,2,94.5
camel,org.apache.camel.dsl.jbang.core.api,4,94,94,188,4,47.0
camel,test.java.org.apache.camel.component.azure.eventhubs.operations,1,0,188,188,1,188.0
camel,org.apache.camel.example.springboot.infinispan,4,94,94,188,2,47.0
camel,org.apache.camel.component.file.springboot.ha,2,185,3,188,2,94.0
camel,org.apache.camel.component.reactive.streams.tck,14,143,45,188,4,13.428571428571429
camel,org.apache.camel.non_wrapper,17,160,28,188,3,11.058823529411764
camel,test.java.org.apache.camel.swagger.component,1,0,187,187,3,187.0
camel,org.apache.camel.reifier.tokenizer,4,135,52,187,2,46.75
camel,org.apache.camel.spring.aop,12,162,24,186,3,15.5
camel,org.apache.camel.component.wordpress.api.auth,7,170,16,186,3,26.571428571428573
camel,test.java.org.apache.camel.dataformat.beanio.csv,1,0,185,185,2,185.0
camel,org.apache.camel.component.spring.ws.processor,7,163,22,185,3,26.428571428571427
camel,org.apache.camel.component.leveldb.serializer.jackson,3,182,3,185,4,61.666666666666664
camel,org.apache.camel.component.whatsapp.util,1,185,0,185,2,185.0
camel,test.java.org.apache.camel.loanbroker.queue.version,2,0,185,185,3,92.5
camel,org.apache.camel.component.grpc.auth.jwt,10,108,77,185,4,18.5
camel,test.java.org.apache.camel.dsl.modeline,1,0,185,185,1,185.0
camel,org.apache.camel.component.rabbitmq.pool,7,92,92,184,1,26.285714285714285
camel,org.apache.camel.dataformat,2,5,179,184,4,92.0
camel,test.java.org.apache.camel.component.mail.mock,1,0,184,184,4,184.0
camel,org.apache.camel.dsl.jbang.core.types,3,92,92,184,4,61.333333333333336
camel,org.apache.camel.component.cassandra.consumer.support,5,162,22,184,4,36.8
camel,test.java.org.apache.camel.itest.cxf,1,0,183,183,4,183.0
camel,org.apache.camel.catalog.console,8,160,23,183,1,22.875
camel,test.java.org.apache.camel.component.context,1,0,183,183,3,183.0
camel,test.java.org.apache.camel.component.hazelcast.springboot.customizer,2,0,182,182,1,91.0
camel,org.apache.camel.cdi.component.properties,3,134,48,182,3,60.666666666666664
camel,org.apache.camel.lanaguage.sql,7,163,18,181,2,25.857142857142858
camel,test.java.org.apache.camel.component.aws.translate,1,0,181,181,3,181.0
camel,test.java.org.apache.camel.itest.osgi.mybatis,1,0,181,181,2,181.0
camel,test.java.org.apache.camel.component.infinispan.remote.cluster,1,0,181,181,3,181.0
camel,test.java.org.apache.camel.component.hipchat.integration,1,0,181,181,2,181.0
camel,test.java.org.apache.camel.component.crypto.cms.util,1,0,180,180,4,180.0
camel,test.java.org.apache.camel.example.cafe.test,1,0,180,180,4,180.0
camel,org.apache.camel.itest.hawtdb,6,171,9,180,3,30.0
camel,org.apache.camel.spring.primary,1,180,0,180,4,180.0
camel,generated.java.org.apache.camel.component.validator.jing,1,0,180,180,3,180.0
camel,test.java.org.apache.camel.model.rest.springboot,1,0,180,180,1,180.0
camel,org.apache.camel.tests.performance,7,156,23,179,2,25.571428571428573
camel,org.apache.camel.component.sjms.converter,1,179,0,179,3,179.0
camel,test.java.org.apache.camel.converter.aries,1,0,179,179,3,179.0
camel,org.apache.camel.spring.processor.scattergather,16,157,22,179,3,11.1875
camel,test.java.org.apache.camel.dataformat.csv,2,0,179,179,2,89.5
camel,test.java.org.apache.camel.component.aws.swf.integration,2,0,179,179,2,89.5
camel,test.java.org.apache.camel.tests.typeconverterscan,1,0,179,179,3,179.0
camel,org.apache.camel.hamcrest,5,110,68,178,2,35.6
camel,test.java.org.apache.camel.component.microprofile.metrics.event.notifier.route,2,0,178,178,2,89.0
camel,org.apache.camel.component.netty4.http.cloud,5,166,12,178,6,35.6
camel,org.apache.camel.component.jacksonxml.converter,13,166,12,178,2,13.692307692307692
camel,test.java.org.apache.camel.spring.boot.fatjarroutertests,1,0,178,178,3,178.0
camel,org.apache.camel.component.reactive.streams.springboot.test.support,5,172,6,178,1,35.6
camel,org.apache.camel.component.djl.training,8,132,46,178,1,22.25
camel,test.java.org.apache.camel.itest.karaf.activator,1,0,178,178,2,178.0
camel,org.apache.camel.cdi.converter,6,88,89,177,2,29.5
camel,org.apache.camel.osgi.test,7,155,22,177,4,25.285714285714285
camel,org.apache.camel.itest.osgi.core.bean,4,146,31,177,3,44.25
camel,org.apache.camel.component.file.watch.utils,4,105,72,177,2,44.25
camel,org.apache.camel.test.infra.aws.clients,2,172,4,176,1,88.0
camel,org.apache.camel.component.aws.xray.bean,6,166,10,176,3,29.333333333333332
camel,org.apache.camel.itest.osgi.syslog,7,141,35,176,1,25.142857142857142
camel,org.apache.camel.constants,2,173,3,176,9,88.0
camel,org.apache.camel.component.nitrite.operation.repository,4,174,2,176,3,44.0
camel,test.java.org.apache.camel.itest.idempotent,2,0,176,176,3,88.0
camel,org.apache.camel.example.transformer,6,158,18,176,1,29.333333333333332
camel,org.apache.camel.maven.htmlxlsx,1,175,0,175,1,175.0
camel,org.apache.camel.component.firebase.provider,5,130,45,175,2,35.0
camel,test.java.org.apache.camel.component.google.pubsub.unit,2,0,175,175,3,87.5
camel,org.apache.camel.dsl.xml.jaxb.management,2,122,53,175,8,87.5
camel,org.apache.camel.example.artemis.amqp,10,142,33,175,3,17.5
camel,org.apache.camel.component.xmlrpc.converter,3,115,59,174,2,58.0
camel,org.apache.camel.component.rabbitmq.integration.spring,7,118,56,174,2,24.857142857142858
camel,org.apache.camel.jmxconnect.provider.camel,4,87,87,174,2,43.5
camel,org.apache.camel.dataformat.bindy.model.simple.oneclassemptystream,3,171,3,174,1,58.0
camel,org.apache.camel.itest.osgi.saxon,2,173,0,173,2,86.5
camel,test.java.org.apache.camel.itest.osgi.saxon,1,0,173,173,2,173.0
camel,test.java.org.apache.camel.component.pqc,1,0,173,173,2,173.0
camel,org.apache.camel.component.aws2.ecs.integration,9,151,22,173,3,19.22222222222222
camel,test.java.org.apache.camel.component.google.bigquery.integration.sql,1,0,173,173,2,173.0
camel,org.apache.camel.component.netty.codec,4,92,80,172,15,43.0
camel,org.apache.camel.spring.boot.dummy,4,161,11,172,3,43.0
camel,org.apache.camel.example.springboot.livereload,3,86,86,172,2,57.333333333333336
camel,test.java.org.apache.camel.main.support,1,0,171,171,3,171.0
camel,org.apache.camel.component.gson.converter,2,115,56,171,2,85.5
camel,org.apache.camel.dataformat.bindy.model.simple.oneclassgenerateheader,4,164,7,171,1,42.75
camel,org.apache.camel.component.activemq.support,3,109,62,171,3,57.0
camel,test.java.org.apache.camel.oaipmh.utils,1,0,171,171,1,171.0
camel,org.apache.camel.component.aws2.bedrock.agent.integration,8,156,14,170,2,21.25
camel,test.java.org.apache.camel.component.google.pubsub,1,0,170,170,1,170.0
camel,org.apache.camel.component.huaweicloud.iam.models,4,112,58,170,2,42.5
camel,test.java.org.apache.camel.component.atomix.client,1,0,169,169,3,169.0
camel,test.java.org.apache.camel.itest.osgi.hdfs,1,0,169,169,2,169.0
camel,test.java.org.apache.camel.component.jms.tx,1,0,169,169,2,169.0
camel,test.java.org.apache.camel.itest.ftp,1,0,168,168,1,168.0
camel,org.apache.camel.component.fory,4,102,66,168,4,42.0
camel,test.java.org.apache.camel.catalog.connector,1,0,168,168,1,168.0
camel,test.java.org.apache.camel.itest.osgi.core.file,1,0,168,168,3,168.0
camel,org.apache.camel.component.cm.client,6,154,14,168,4,28.0
camel,test.java.org.apache.camel.test.infra.aws.clients,1,0,168,168,1,168.0
camel,test.java.org.apache.camel.component.zookeeper.springboot.cloud,1,0,168,168,1,168.0
camel,test.java.org.apache.camel.component.bean.pojomessage,1,0,167,167,3,167.0
camel,test.java.org.apache.camel.component.twitter.search,1,0,167,167,2,167.0
camel,org.apache.camel.test.blueprint.xpath,6,154,13,167,3,27.833333333333332
camel,org.apache.camel.dataformat.bindy.model.simple.oneclasssinglequote,3,162,5,167,1,55.666666666666664
camel,org.apache.camel.component.yammer.utils,5,83,83,166,1,33.2
camel,org.apache.camel.example.fhir,4,83,83,166,1,41.5
camel,test.java.org.apache.camel.component.reactive.streams.springboot.test.support,1,0,166,166,1,166.0
camel,org.apache.camel.component.aws2.iam.client,9,157,9,166,3,18.444444444444443
camel,org.apache.camel.component.netty.util,5,80,86,166,1,33.2
camel,test.java.org.apache.camel.ruby,1,0,166,166,3,166.0
camel,org.apache.camel.spring.boot.fatjarrouter,4,157,8,165,3,41.25
camel,org.apache.camel.cdi.expression,4,76,88,164,1,41.0
camel,org.apache.camel.itest.osgi.management,3,160,4,164,2,54.666666666666664
camel,test.java.org.apache.camel.example.axis,1,0,163,163,2,163.0
camel,test.java.org.apache.camel.example.cdi.two,1,0,163,163,3,163.0
camel,test.java.org.apache.camel.component.spring.batch,1,0,163,163,1,163.0
camel,org.apache.camel.spring.health,7,120,43,163,2,23.285714285714285
camel,test.java.org.apache.camel.component.ldap,1,0,163,163,1,163.0
camel,org.apache.camel.component.flink.annotations,10,144,19,163,2,16.3
camel,test.java.org.apache.camel.itest.osgi.servlet,1,0,163,163,3,163.0
camel,org.apache.camel.dataformat.bindy.model.simple.oneclassandremovewhitespace,3,160,3,163,1,54.333333333333336
camel,test.java.org.apache.camel.component.http.rest,1,0,163,163,1,163.0
camel,org.apache.camel.component.azure.eventhubs.integration,5,150,12,162,4,32.4
camel,test.java.org.apache.camel.itest.hawtdb,1,0,162,162,3,162.0
camel,org.apache.camel.itest.osgi.hawtdb,6,131,31,162,1,27.0
camel,org.apache.camel.component.elasticsearch5.aggregation,4,107,55,162,2,40.5
camel,test.java.org.apache.camel.test.blueprint.converter,1,0,161,161,4,161.0
camel,org.apache.camel.clock,4,148,13,161,3,40.25
camel,test.java.org.apache.camel.component.infinispan.policy,1,0,161,161,3,161.0
camel,org.apache.camel.component.huaweicloud.image.models,1,161,0,161,1,161.0
camel,test.java.org.apache.camel.swagger.producer,1,0,160,160,3,160.0
camel,org.apache.camel.example.restlet.jdbc,5,80,80,160,1,32.0
camel,test.java.org.apache.camel.spring.processor.async,1,0,160,160,5,160.0
camel,org.apache.camel.component.aws2.kinesis.client,7,143,15,158,3,22.571428571428573
camel,test.java.org.apache.camel.component.platform.http.vertx,1,0,158,158,1,158.0
camel,org.apache.camel.component.kafka.consumer.support.subcription,3,155,2,157,3,52.333333333333336
camel,test.java.org.apache.camel.component.netty4.http,3,0,157,157,3,52.333333333333336
camel,org.apache.camel.itest.nettyhttp,11,113,44,157,1,14.272727272727273
camel,org.apache.camel.opentracing.agent,10,125,32,157,1,15.7
camel,test.java.org.apache.camel.component.mongodb.meta.integration,1,0,157,157,1,157.0
camel,generated.java.org.apache.camel.component.etcd3.cloud,1,0,157,157,1,157.0
camel,org.apache.camel.component.djl.model.timeseries,3,150,7,157,2,52.333333333333336
camel,org.apache.camel.itest.osgi.dozer,9,116,40,156,1,17.333333333333332
camel,test.java.org.apache.camel.web.util,2,0,156,156,3,78.0
camel,org.apache.camel.observation.otel,1,156,0,156,3,156.0
camel,test.java.org.apache.camel.component.undertow.ws,1,0,155,155,1,155.0
camel,test.java.org.apache.camel.cdi.pojo,1,0,155,155,5,155.0
camel,test.java.org.apache.camel.component.jbpm.server,1,0,155,155,1,155.0
camel,org.apache.camel.component.spring.ws.filter,5,100,55,155,1,31.0
camel,org.apache.camel.jandex,1,154,0,154,1,154.0
camel,test.java.org.apache.camel.component.soroushbot.utils,1,0,154,154,1,154.0
camel,org.apache.camel.main.fatjar,3,151,3,154,2,51.333333333333336
camel,org.apache.camel.component.rabbitmq.test.infra.services,5,147,7,154,2,30.8
camel,org.apache.camel.component.braintree.integration,1,103,51,154,17,154.0
camel,org.apache.camel.example.cdi.cassandraql,6,77,77,154,1,25.666666666666668
camel,org.apache.camel.component.hystrix.springboot.test,3,149,4,153,2,51.0
camel,org.apache.camel.example.springboot.metrics,3,136,17,153,2,51.0
camel,org.apache.camel.maven.component,7,132,21,153,1,21.857142857142858
camel,org.apache.camel.component.kamelet.utils.langchain4j.chat,1,153,0,153,2,153.0
camel,org.apache.camel.component.cxf.noparam,10,139,14,153,5,15.3
camel,org.apache.camel.example.kafka.offsetRepository,2,76,76,152,2,76.0
camel,org.apache.camel.guice.produce,7,134,18,152,3,21.714285714285715
camel,org.apache.camel.component.platform.http.vertx.auth,3,142,10,152,2,50.666666666666664
camel,test.java.org.apache.camel.dsl.jbang,1,0,152,152,1,152.0
camel,test.java.org.apache.camel.component.etcd3.policy,1,0,152,152,2,152.0
camel,test.java.org.apache.camel.spring.patterns,3,0,152,152,3,50.666666666666664
camel,org.apache.camel.component.aws.common,6,98,54,152,2,25.333333333333332
camel,org.apache.camel.component.consul.support,2,141,10,151,4,75.5
camel,org.apache.camel.dataformat.bindy.number.rounding,9,126,25,151,1,16.77777777777778
camel,org.apache.camel.component.yql.exception,4,75,75,150,2,37.5
camel,org.apache.camel.component.consul.springboot.cluster,5,10,140,150,2,30.0
camel,org.apache.camel.component.processor,5,138,12,150,2,30.0
camel,test.java.org.apache.camel.example.fhir.osgi,1,0,150,150,2,150.0
camel,test.java.org.apache.camel.itest.osgi.core.xslt,1,0,150,150,2,150.0
camel,org.apache.camel.tracing.propagation,7,73,77,150,6,21.428571428571427
camel,org.apache.camel.dataformat.bindy.model.fix.sorted.header,7,128,22,150,1,21.428571428571427
camel,test.java.org.apache.camel.spring.boot.dummy,1,0,150,150,3,150.0
camel,test.java.org.apache.camel.component.salesforce.api.dto.composite,1,0,150,150,1,150.0
camel,org.apache.camel.component.splunkhec.integration,8,121,29,150,3,18.75
camel,org.apache.camel.resume.cache,9,107,43,150,3,16.666666666666668
camel,test.java.org.apache.camel.component.atmos,2,0,149,149,2,74.5
camel,test.java.org.apache.camel.component.mongodb.gridfs,2,0,149,149,2,74.5
camel,org.apache.camel.itest.osgi.servlet.support,9,120,29,149,1,16.555555555555557
camel,org.apache.camel.main.console,9,126,23,149,1,16.555555555555557
camel,org.apache.camel.component.kubernetes.springboot.test.cloud,3,146,2,148,1,49.333333333333336
camel,generated.java.org.apache.camel.component.validator.msv,1,0,148,148,3,148.0
camel,org.apache.camel.component.couchbase.consumer.support,3,74,74,148,1,49.333333333333336
camel,org.apache.camel.component.jms.integration.spring,3,81,67,148,13,49.333333333333336
camel,org.apache.camel.component.paho.mqtt5.integration,5,119,29,148,6,29.6
camel,test.java.org.apache.camel.dataformat.xmlrpc,1,0,147,147,2,147.0
camel,test.java.org.apache.camel.component.consul.cloud,1,0,147,147,2,147.0
camel,test.java.org.apache.camel.component.aws2.ddb.integration,1,0,147,147,1,147.0
camel,org.apache.camel.component.aws.firehose.integration,8,132,15,147,2,18.375
camel,org.apache.camel.catalog.suggest,1,147,0,147,2,147.0
camel,org.apache.camel.component.smb.converter,2,106,41,147,2,73.5
camel,test.java.org.apache.camel.builder.sql,1,0,147,147,2,147.0
camel,test.java.org.apache.camel.itest.osgi.mail,1,0,146,146,1,146.0
camel,org.apache.camel.xbean,3,145,1,146,2,48.666666666666664
camel,org.apache.camel.component.spring.ws.utils,4,136,10,146,2,36.5
camel,org.apache.camel.component.jms.integration.spring.tx.error,1,45,101,146,8,146.0
camel,test.java.org.apache.camel.component.infinispan.embedded,2,0,146,146,2,73.0
camel,test.java.org.apache.camel.lanaguage.sql,1,0,145,145,2,145.0
camel,org.apache.camel.itest.osgi.rss,6,115,30,145,1,24.166666666666668
camel,test.java.org.apache.camel.component.hystrix.springboot.test,1,0,145,145,2,145.0
camel,test.java.org.apache.camel.spring.javaconfig,1,0,145,145,2,145.0
camel,org.apache.camel.itest.osgi.xmljson,6,132,13,145,2,24.166666666666668
camel,org.apache.camel.test.infra.azure.storage.datalake.services,4,130,15,145,3,36.25
camel,test.java.org.apache.camel.component.etcd3.cloud.integration,1,0,144,144,1,144.0
camel,test.java.org.apache.camel.itest.cdi,1,0,144,144,2,144.0
camel,test.java.org.apache.camel.component.microprofile.metrics.event.notifier.context,2,0,144,144,2,72.0
camel,test.java.org.apache.camel.itest.proxy,2,0,144,144,4,72.0
camel,org.apache.camel.component.jgroups.springboot.cluster.springboot,4,8,136,144,2,36.0
camel,org.apache.camel.example.cdi.aws.s3,8,72,72,144,1,18.0
camel,org.apache.camel.itest.osgi.jasypt,8,108,36,144,1,18.0
camel,org.apache.camel.openapi.jmx,7,112,32,144,1,20.571428571428573
camel,test.java.org.apache.camel.component.kura,1,0,144,144,1,144.0
camel,test.java.org.apache.camel.component.kubernetes.springboot.test.cloud,1,0,144,144,1,144.0
camel,org.apache.camel.maven.integration,11,132,12,144,1,13.090909090909092
camel,org.apache.camel.component.etcd3.cloud.integration,2,144,0,144,1,72.0
camel,library,2,144,0,144,1,72.0
camel,org.apache.camel.component.quickfixj.examples.routing,9,125,18,143,1,15.88888888888889
camel,test.java.org.apache.camel.component.kubernetes.springboot.test.cluster,2,0,143,143,2,71.5
camel,org.apache.camel.test.infra.core.api,5,138,5,143,3,28.6
camel,test.java.org.apache.camel.cdi.store,1,0,143,143,2,143.0
camel,org.apache.camel.itest.osgi.jms,8,108,35,143,1,17.875
camel,org.apache.camel.component.djl.model.tabular,3,133,9,142,3,47.333333333333336
camel,org.apache.camel.language.sql,6,71,71,142,1,23.666666666666668
camel,test.java.org.apache.camel.test.blueprint.xpath,1,0,141,141,3,141.0
camel,com.example,7,130,11,141,4,20.142857142857142
camel,generated.java.org.apache.camel.component.twilio.internal,1,0,141,141,2,141.0
camel,test.java.org.apache.camel.component.iota,1,0,141,141,1,141.0
camel,test.java.org.apache.camel.component.hbase.processor.idempotent,1,0,141,141,1,141.0
camel,org.apache.camel.component.zookeeper.ha.springboot,3,135,5,140,2,46.666666666666664
camel,org.apache.camel.component.consul.springboot.ha,3,135,5,140,2,46.666666666666664
camel,org.apache.camel.itest.osgi.spring.xslt,6,72,68,140,1,23.333333333333332
camel,org.apache.camel.parser.graph,2,70,70,140,1,70.0
camel,test.java.org.apache.camel.catalog.springboot,1,0,140,140,1,140.0
camel,test.java.org.apache.camel.component.file.remote.sftp,2,0,140,140,3,70.0
camel,org.apache.camel.test.main.junit5.annotation.custom,2,140,0,140,2,70.0
camel,test.java.org.apache.camel.example.transformer,1,0,140,140,1,140.0
camel,test.java.org.apache.camel.component.rabbitmq.test.infra.services,1,0,140,140,2,140.0
camel,test.java.org.apache.camel.dsl.js,1,0,140,140,1,140.0
camel,org.apache.camel.test.blueprint.converter2,4,128,12,140,3,35.0
camel,org.apache.camel.component.google.storage.transform,6,131,8,139,2,23.166666666666668
camel,test.java.org.apache.camel.component.ssh,2,0,139,139,3,69.5
camel,org.apache.camel.component.pdf.converter,4,136,3,139,2,34.75
camel,org.apache.camel.component.huaweicloud.frs.constants,1,139,0,139,4,139.0
camel,test.java.org.apache.camel.loanbroker,1,0,139,139,2,139.0
camel,org.apache.camel.itest.osgi.ahc,7,108,31,139,1,19.857142857142858
camel,org.apache.camel.component.docker.util,6,132,7,139,1,23.166666666666668
camel,org.apache.camel.component.as2.api.exception,1,139,0,139,4,139.0
camel,org.apache.camel.example.spring.boot.metrics,6,10,129,139,1,23.166666666666668
camel,org.apache.camel.component.apns.spring,10,113,26,139,1,13.9
camel,test.java.org.apache.camel.spring.boot.actuate.health,2,0,139,139,3,69.5
camel,org.apache.camel.component.azure.storage.blob.transform,7,131,8,139,2,19.857142857142858
camel,test.java.org.apache.camel.component.apns.factory,1,0,139,139,2,139.0
camel,org.apache.camel.spring.contextscan,7,124,14,138,2,19.714285714285715
camel,test.java.org.apache.camel.dataformat.jibx.model,1,0,138,138,2,138.0
camel,org.apache.camel.component.openstack,15,99,39,138,1,9.2
camel,test.java.org.apache.camel.component.zookeeper,2,0,138,138,2,69.0
camel,test.java.org.apache.camel.component.google.functions.integration,1,0,138,138,1,138.0
camel,org.apache.camel.component.kamelet.utils.langchain4j.embeddings,2,137,0,137,2,68.5
camel,org.apache.camel.component.jetty.manual,12,98,39,137,3,11.416666666666666
camel,test.java.org.apache.camel.component.etcd.support,1,0,137,137,2,137.0
camel,test.java.org.apache.camel.component.zookeeper.cluster,1,0,137,137,2,137.0
camel,test.java.org.apache.camel.component.sjms.it,1,0,137,137,1,137.0
camel,org.apache.camel.component.bonita.producer,7,111,26,137,2,19.571428571428573
camel,org.apache.camel.component.aws2.sqs.transform,6,129,7,136,2,22.666666666666668
camel,org.apache.camel.itest.osgi.restlet,6,104,32,136,1,22.666666666666668
camel,org.apache.camel.language.ognl.patterns,10,94,41,135,1,13.5
camel,org.apache.camel.component.aws2.firehose.integration,9,107,28,135,2,15.0
camel,test.java.org.apache.camel.spring.boot.zlast,1,0,135,135,2,135.0
camel,org.apache.camel.spring.impl.converter,4,133,2,135,3,33.75
camel,test.java.org.apache.camel.component.xmpp,1,0,135,135,1,135.0
camel,test.java.org.apache.camel.itest.osgi.script,1,0,135,135,2,135.0
camel,org.apache.camel.component.thrift.local,7,121,14,135,1,19.285714285714285
camel,org.apache.camel.component.kamelet.utils.transform.kafka,2,133,2,135,3,67.5
camel,test.java.org.apache.camel.component.spring.ws.jaxb,1,0,134,134,3,134.0
