wmc,dit,noc,cbo,rfc,lcom,afferent_coupling,efferent_coupling,instability,file
10,1,0,7,19,0.5,0,7,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropResourceStatement.java
11,1,0,5,22,0.5,0,5,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropRoleStatement.java
13,1,0,6,29,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropSequenceStatement.java
11,1,0,5,23,0.5,0,5,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropServerStatement.java
1,1,0,1,2,0.5,0,1,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropStatement.java
18,1,0,6,32,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropSynonymStatement.java
11,1,0,5,26,0.5,0,5,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableGroupStatement.java
15,1,0,6,28,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableSpaceStatement.java
42,1,0,10,92,0.5,0,10,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTableStatement.java
12,1,0,5,22,0.5,0,5,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTriggerStatement.java
12,1,0,5,24,0.5,0,5,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropTypeStatement.java
13,1,0,7,28,0.5,0,7,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropUserStatement.java
18,1,0,6,40,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDropViewStatement.java
12,1,0,3,23,0.5,0,3,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLDumpStatement.java
12,1,0,4,22,0.5,0,4,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLErrorLoggingClause.java
13,1,0,7,33,0.5,0,7,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExceptionStatement.java
5,1,0,6,25,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExecuteImmediateStatement.java
6,1,0,6,15,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExplainAnalyzeStatement.java
22,1,0,8,33,0.5,0,8,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExplainStatement.java
7,1,0,3,9,0.5,0,3,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExportDatabaseStatement.java
13,1,0,6,23,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExportTableStatement.java
7,1,0,4,17,0.5,0,4,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprHint.java
9,1,0,4,25,0.5,0,4,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprStatement.java
41,1,0,11,298,0.5,0,11,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExprTableSource.java
42,1,0,3,70,0.5,0,3,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLExternalRecordFormat.java
14,1,0,4,24,0.5,0,4,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLFetchStatement.java
1,1,0,2,6,0.5,0,2,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForeignKeyConstraint.java
38,1,0,4,69,0.5,0,4,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForeignKeyImpl.java
9,1,0,7,18,0.5,0,7,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLForStatement.java
8,1,0,7,33,0.5,0,7,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGeneratedTableSource.java
8,1,0,4,14,0.5,0,4,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGetDiagnosticsStatement.java
30,1,0,6,39,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLGrantStatement.java
34,1,0,4,88,0.5,0,4,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLIfStatement.java
7,1,0,3,10,0.5,0,3,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLImportDatabaseStatement.java
22,1,0,7,30,0.5,0,7,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLImportTableStatement.java
32,1,0,4,93,0.5,0,4,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLInsertInto.java
30,1,0,6,88,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLInsertStatement.java
71,1,0,14,380,0.5,0,14,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLJoinTableSource.java
20,1,0,7,59,0.5,0,7,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLateralViewTableSource.java
2,1,0,2,3,0.5,0,2,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLeaveStatement.java
1,1,0,1,0,0.5,0,1,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLockTableStatement.java
10,1,0,6,31,0.5,0,6,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLLoopStatement.java
62,1,0,5,149,0.5,0,5,1.0,core\src\main\java\com\alibaba\druid\sql\ast\statement\SQLMergeStatement.java
